time,anom,esst_avg,mod,observed
2012.330601,-0.06753752,-0.662633343,24.2485497,24.18101218
2012.415301,0.077693511,-0.662633343,27.6519464,27.72963991
2012.497268,-0.002520197,-0.662633343,30.16812386,30.16560366
2012.581967,0.332900611,-0.256174332,31.12343081,31.45633142
2012.666667,0.711744731,-0.256174332,30.26229854,30.97404327
2012.748634,0.918133216,-0.256174332,27.81587175,28.73400497
2012.833333,-0.15639875,-0.256174332,24.44022499,24.28382624
2012.915301,-0.177416898,-0.256174332,21.04020965,20.86279275
2013,-1.179877307,-0.256174332,18.52741355,17.34753624
2013.084932,-0.556813962,-0.256174332,17.57554809,17.01873413
2013.161644,-0.959902507,-0.256174332,18.43995511,17.4800526
2013.246575,0.085856254,-0.256174332,20.88976796,20.97562421
2013.328767,-0.773618344,-0.256174332,24.26880063,23.49518229
2013.413699,-0.538040031,-0.256174332,27.67220204,27.13416201
2013.49589,-0.780658995,-0.256174332,30.18838405,29.40772506
2013.580822,-0.244724865,0.312841996,31.14369571,30.89897085
2013.665753,0.338376287,0.312841996,30.28256815,30.62094444
2013.747945,-1.035707424,0.312841996,27.83614592,26.8004385
2013.832877,-0.286416148,0.312841996,24.46050387,24.17408772
2013.915068,-1.792808392,0.312841996,21.06049308,19.26768469
2014,-0.258616469,0.312841996,18.54770169,18.28908522
2014.084932,2.045356346,0.312841996,17.59583623,19.64119258
2014.161644,2.321758871,0.312841996,18.46024325,20.78200212
2014.246575,0.457721012,0.312841996,20.9100561,21.36777711
2014.328767,-0.178230666,0.312841996,24.28908878,24.11085811
2014.413699,1.472582127,0.312841996,27.69249018,29.16507231
2014.49589,0.914813273,0.312841996,30.2086722,31.12348547
2014.580822,0.137351314,0.813997615,31.16398386,31.30133517
2014.665753,0.478489305,0.813997615,30.30285629,30.7813456
2014.747945,1.030940084,0.813997615,27.85643407,28.88737415
2014.832877,0.61299576,0.813997615,24.48079201,25.09378777
2014.915068,0.131965856,0.813997615,21.08078122,21.21274708
2015,-0.217541551,0.813997615,18.56798983,18.35044828
2015.084932,2.271610584,0.813997615,17.61612438,19.88773496
2015.161644,2.745470629,0.813997615,18.48053139,21.22600202
2015.246575,1.80015892,0.813997615,20.93034424,22.73050316
2015.328767,-0.432424178,0.813997615,24.30937692,23.87695274
2015.413699,0.632359025,0.813997615,27.71277832,28.34513735
2015.49589,0.576595632,0.813997615,30.22896034,30.80555597
2015.580822,0.891188432,1.146305316,31.184272,32.07546043
2015.665753,1.511466313,1.146305316,30.32314444,31.83461075
2015.747945,1.415408072,1.146305316,27.87672221,29.29213028
2015.832877,0.697014618,1.146305316,24.50108015,25.19809477
2015.915068,1.216449144,1.146305316,21.10106937,22.31751851
