cruise,station,type,yyyy-mm-ddThh:mm,decimal_year,lonE,lonW,lat,day_of_yr,z_0,T_0,S_0,O_0,D_15,D_19,D_20,D_21,D_22,D_23,D_24,D_25,T_5,T_10,T_15,T_20,T_25,T_30,T_40,T_50,T_75,T_100,T_125,T_150,T_200,T_250,T_300,DO_20,DO_60
CapeGolca8,E19,C,2013-06-15T21:00:07.000,2013.4548,247.96021,112.03979,28.168,166,3,26.915,35.478,166.99,102,42.3385,38.6284,34.695,32.5212,30.6905,28.933,25,26.851,26.685,26.303,25.779,24.991,23.629,19.786,17.077,16.289,15.171,14.092,13.806,12.906,12.166,,,148.406
CapeGolca8,E59,C,2013-06-21T16:39:23.000,2013.4712,247.3201,112.6799,28.253,172,3,24.568,35.34,194.3,127,21,13.5322,11.2989,8,7.05703,5.13296,,24.048,21.32,19.617,19.219,17.977,17.288,16.596,16.569,16.013,15.516,15.068,,,,,,
CapeGolca8,E60,C,2013-06-21T21:49:00.000,2013.4712,247.41119,112.58881,28.085,172,2,26.283,35.391,206.553,138,43.275,35,24.3443,15.3193,13.7934,13,12.0589,26.283,25.943,22.038,21.441,20.861,20.481,19.371,18.011,17.472,16.064,15.341,14.743,,,,,
CapeGolca8,E66,C,2013-06-22T19:02:58.000,2013.474,247.7413,112.2587,27.526,173,2,26.903,35.442,202.772,150.364,25,19.2841,18.435,17.589,15.3851,14,11.5186,26.919,25.462,23.186,19.68,18.983,18.684,18.192,17.736,16.816,15.838,15.394,15.016,13.87,12.971,12.094,357.189,230.201
CapeGolca8,SRa,C,2013-06-23T14:38:43.000,2013.4767,247.7605,112.2395,27.355,174,1,24.383,35.362,213.743,,40,32.49,25.2967,19,9.36145,8.18624,,24.45,22.947,22.507,22.133,21.151,20.313,19.01,18.35,16.749,16.238,15.583,15.087,,,,,
CapeGolca8,SR3,C,2013-06-23T16:15:12.000,2013.4767,247.77521,112.22479,27.363,174,1,26.925,35.445,204.555,124.286,28.3491,25,20.9507,19.3639,15.2644,6.59968,5.53904,25.29,23.336,23.055,21.521,20.007,18.756,17.451,17.323,16.364,15.925,14.96,14.416,13.467,12.706,11.411,308,222.318
CapeGolca8,SR6,C,2013-06-23T20:03:52.000,2013.4767,247.7993,112.2007,27.378,174,2,27.247,35.448,205.682,134.75,37.4206,32.8175,31.5379,30,21,18.6496,12,26.937,25.698,24.495,23.667,22.278,22.014,18.494,17.22,16.376,16.037,15.526,14.597,13.261,12.031,11.338,298.551,182.455
CapeGolca8,SR10,C,2013-06-23T21:29:42.000,2013.4767,247.8071,112.1929,27.367,174,2,27.968,35.458,200.088,141,46,43.0436,39.5892,33.6963,21,15.5054,13,27.91,26.021,24.232,23.107,22.783,22.579,20.636,18.296,17.265,16.219,15.906,14.791,13.822,13.158,12.005,340,235.717
CapeGolca8,SRe,C,2013-06-24T01:05:52.000,2013.4795,247.7805,112.2195,27.369,175,2,26.958,35.401,208.048,141,40.4886,37.2212,32.1181,26.7427,19.2026,16.5894,15.1106,26.949,25.56,25.076,22.689,22.363,21.636,19.172,18.024,17.21,16.272,15.6,14.842,13.91,12.744,12.061,316.222,224.703
CapeGolca8,SRC,C,2013-06-24T15:50:31.000,2013.4795,247.77771,112.22229,27.34,175,2,23.006,35.314,200.621,159,40.6983,27.44,20.1553,15.2694,2,,,22.998,22.563,22.066,21.025,20.325,19.755,19.169,18.308,17.376,16.562,15.613,15.129,13.688,12.433,,,222.127
CapeGolca8,SRG,C,2013-06-24T17:08:33.000,2013.4795,247.75369,112.24631,27.345,175,2,22.686,35.294,195.982,,23.2574,14.2723,8.81818,4.37118,,,,21.712,20.727,19.861,19.407,18.806,18.479,18.37,18.274,16.564,,,,,,,,
CapeGolca8,E82,C,2013-06-25T19:50:29.000,2013.4822,248.9404,111.0596,27.053,176,,26.973,35.377,207.548,,,,,,,,,,,,,,,,,,,,,,,,,
BIP13,8,C,2013-10-19T22:09:30.000,2013.8,248.636,111.364,27.82,292,0.995,26.488,35.21,216.793,155.084,74.574,65.627,59.4639,56.1631,52.9743,48.725,35.799,26.469,26.3919,26.1838,26.0891,25.9409,25.8401,24.772,23.6292,18.9939,17.2905,15.7821,15.059,13.4484,12.1997,,,172.456
BIP13,9,C,2013-10-19T23:42:23.000,2013.8,248.65579,111.34421,27.829,292,0.994,26.477,35.186,196.416,140.177,71.3679,63.638,60.2765,50.1729,45.0259,38.3891,25.3253,26.4892,26.4874,26.2802,26.0501,25.049,24.7556,23.7002,22.0099,18.7505,16.6752,15.6031,14.412,13.0174,,,,150.797
BIP13,11,C,2013-10-20T08:42:08.000,2013.8027,248.52649,111.47351,27.754,293,0.995,26.86,35.146,191.433,152.103,89.1708,79.2662,68.609,62.644,50.3415,43.1736,36.5036,26.875,26.869,26.87,26.871,26.8574,26.2946,24.3834,23.0697,20.5842,18.1812,16.2983,15.092,13.569,11.9797,11.156,281.157,174.958
BIP13,12,C,2013-10-20T10:51:59.000,2013.8027,248.43201,111.56799,27.664,293,0.994,25.688,35.283,198.312,172.436,104.241,95.0325,76.2283,72.2627,61.65,54.4238,9.945,25.6666,25.0108,24.9429,24.8923,24.8233,24.7818,24.7111,24.5026,21.1279,19.3555,18.0089,16.138,13.2044,11.4816,10.092,242.516,185.6
BIP13,13,C,2013-10-20T16:14:39.000,2013.8027,248.31711,111.68289,27.536,293,0.994,25.585,35.341,197.568,144.153,84.2814,82.527,78.551,71.592,59.662,49.719,37.788,25.5372,25.6728,25.4107,25.284,25.1422,25.0898,24.8305,23.9377,21.4232,17.44,15.6974,14.674,13.0978,12.4261,11.304,292.409,157.072
BIP13,14,C,2013-10-21T06:24:38.000,2013.8055,248.14819,111.85181,27.375,294,0.994,25.456,35.28,200.574,151.109,94.456,82.527,74.574,68.221,60.656,58.5533,31.822,25.4629,25.3767,25.3371,25.2015,25.1601,25.1069,24.8816,24.7961,20.9766,18.6315,16.1421,15.071,13.2533,12.2537,11.46,323.868,163.944
BIP13,15,C,2013-10-21T08:59:09.000,2013.8055,247.97369,112.02631,27.361,294,0.995,26.282,35.2,193.213,144.153,89.2863,81.9417,68.609,61.733,56.4085,47.5454,35.799,26.277,26.2532,25.8141,25.7872,25.2187,25.0958,24.9502,23.6385,20.419,17.4632,15.8011,14.866,13.4082,12.8466,11.863,369.216,160.487
BIP13,16,C,2013-10-21T16:09:02.000,2013.8055,247.8694,112.1306,27.342,294,0.994,27.091,35.177,195.02,149.61,47.2665,45.742,26.7351,22.4704,19.3057,16.8162,16.1509,26.7819,26.4075,25.9694,22.8217,21.3874,20.8201,20.5075,18.6526,17.9014,17.3403,16.8995,14.97,13.7531,13.0043,12.12,356.161,151.286
BIP13,17,C,2013-10-21T21:41:51.000,2013.8055,247.8351,112.1649,27.319,294,0.995,26.302,35.201,198.668,159.54,61.65,47.731,38.782,31.822,19.1332,12.928,10.2141,26.0868,25.1273,23.8264,22.8144,22.7495,22.2423,20.9348,19.8726,18.5682,17.6858,16.2256,15.23,13.5788,12.5719,11.832,383.314,162.386
BIP13,18,C,2013-10-22T07:51:22.000,2013.8082,247.69901,112.30099,27.545,295,1.989,24.906,35.242,195.186,96.444,73.58,65.2921,56.0559,34.805,21.7058,13.923,,24.8826,24.4157,23.771,23.1921,22.7841,22.3211,21.2621,21.158,18.9155,14.907,14.2265,13.37,12.6015,11.7991,11.22,314.111,116.426
BIP13,19,C,2013-10-22T11:06:00.000,2013.8082,247.5656,112.4344,27.692,295,0.995,24.481,35.259,213.745,137.196,84.516,61.4418,57.673,28.839,10.7489,8.951,,24.4934,23.6894,22.5008,22.3442,22.1897,21.883,21.5069,21.2844,19.5785,15.7895,15.2292,14.121,13.0415,12.1893,11.325,365.36,139.735
BIP13,20,C,2013-10-22T14:46:15.000,2013.8082,247.4603,112.5397,27.848,295,0.995,24.503,35.284,192.737,128.788,51.9068,43.754,33.811,15.911,6.70197,3.86652,,23.7372,22.5986,22.1169,22.002,21.7093,21.2134,20.6568,19.4183,17.4879,16.2485,15.1224,14.612,13.3215,12.0291,11.352,308.271,141.171
BIP13,21,C,2013-10-23T07:42:42.000,2013.811,247.42859,112.57141,28.295,296,0.994,25.353,35.206,204.296,159.536,68.61,49.678,46.736,40.8657,37.4785,27.844,8.46981,25.3919,24.6509,24.2507,24.176,24.1394,23.8131,22.2421,19.9306,18.5241,16.9322,15.8049,15.512,12.835,12.2814,11.573,331.665,166.46
CAPECOLCA 9,E20,C,2014-02-07T19:25:41.000,2014.1041,249.8,110.2,26.757,38,1.97,19.811,35.208,239.205,118.31,54.2107,,,,,,,19.8212,19.598,19.6002,19.6148,19.5797,19.5415,19.4483,19.1577,17.187,15.7354,14.8462,14.359,,,,,
CAPECOLCA 9,E22,C,2014-02-07T21:12:57.000,2014.1041,249.6391,110.3609,26.93,38,2.98,20.359,35.148,233.183,112.349,28.6011,16.2287,,,,,,20.3643,20.1374,20.0701,19.6322,19.3539,18.8746,18.0504,17.6739,16.6411,15.7633,14.4388,13.879,,,,,110.056
CAPECOLCA 9,E28,C,2014-02-08T17:55:13.000,2014.1068,249.1367,110.8633,27.46,39,1.982,18.196,35.298,210.653,110.364,,,,,,,,18.1986,18.1362,18.1007,18.0858,18.074,18.0658,17.8666,17.078,16.2469,15.3514,14.4723,13.976,,,,,118.872
CAPECOLCA 9,E28,C,2014-02-08T20:27:42.000,2014.1068,249.1389,110.8611,27.779,39,1.975,19.037,35.146,212.989,,8.949,,,,,,,19.0622,18.88,18.7729,18.7555,18.7322,18.6957,18.3349,17.8161,,,,,,,,,
CAPECOLCA 9,E32,C,2014-02-08T22:04:58.000,2014.1068,248.9816,111.0184,27.749,39,1.974,18.632,35.314,219.091,111.358,,,,,,,,18.6419,18.5334,18.0478,17.9592,17.7976,17.5421,17.3067,17.0475,16.0589,15.269,14.627,14.205,,,,,151.923
CAPECOLCA 9,E39,C,2014-02-09T16:00:05.000,2014.1096,248.2625,111.7375,28.072,40,1.961,18.539,35.322,229.593,100.429,,,,,,,,18.5432,18.5353,18.4974,18.0682,17.7854,17.3437,16.7082,16.5094,15.763,15.0083,14.2518,13.452,12.591,,,,124.573
CAPECOLCA 9,E38,C,2014-02-09T17:30:58.000,2014.1096,248.34961,111.65039,28.205,40,0.981,18.692,35.314,213.47,,,,,,,,,18.6941,18.6568,18.6448,18.635,18.6331,18.6247,17.9618,17.5118,,,,,,,,,
CAPECOLCA 9,E40,C,2014-02-09T23:12:43.000,2014.1096,247.77161,112.22839,27.353,40,1.979,18.378,35.326,249.403,74.574,,,,,,,,18.392,18.368,18.3397,18.2255,18.1668,18.1232,17.6161,16.8255,14.9601,14.5097,14.1487,13.848,13.367,,,,
CAPECOLCA 9,E67,C,2014-02-10T00:53:22.000,2014.1123,247.2587,112.7413,28.074,41,0.988,17.466,35.244,217.31,,,,,,,,,17.4463,17.3985,17.1105,16.9459,16.5601,16.4895,,,,,,,,,,,
CAPECOLCA 9,E41,C,2014-02-10T15:33:43.000,2014.1123,247.7339,112.2661,27.498,41,1.982,18.653,35.329,235.205,,,,,,,,,18.5852,18.0174,17.7434,17.6283,17.5201,17.3518,17.1531,16.7253,,,,,,,,,
CAPECOLCA 9,E51,C,2014-02-10T17:58:37.000,2014.1123,247.707,112.293,27.577,41,1.978,18.133,35.319,218.54,86.502,,,,,,,,18.1764,17.9946,17.9718,17.9172,17.5778,16.9381,16.0633,15.9659,15.465,14.8088,14.4458,14.219,13.649,,,,
CAPECOLCA 9,E58,C,2014-02-10T20:53:48.000,2014.1123,247.47931,112.52069,27.772,41,0.993,18.247,35.273,212.379,32.816,,,,,,,,17.2041,16.6308,15.7068,15.5052,15.2321,15.1134,14.8859,14.8217,14.4149,14.2629,13.9141,13.781,13.4679,,,,
CAPECOLCA 9,E63,C,2014-02-12T23:00:21.000,2014.1178,247.2905,112.7095,27.881,43,1.004,18.664,35.321,235.708,,,,,,,,,18.6996,18.222,17.472,17.465,17.4646,17.2823,16.9944,,,,,,,,,,
CAPECOLCA 9,E109,C,2014-02-15T21:30:27.000,2014.126,247.6967,112.3033,28.32,46,0.994,18.63,35.307,255.951,148.129,,,,,,,,17.5452,16.9318,16.6786,16.4312,16.336,16.3367,16.296,16.1916,15.9607,15.3689,15.1966,14.993,14.4816,13.9789,,,
CAPECOLCA 9,E115,C,2014-02-16T04:55:54.000,2014.1288,247.5816,112.4184,28.336,47,1.98,18.259,35.303,264.54,114.739,,,,,,,,18.1958,18.1228,18.0777,17.4916,17.0127,16.9868,16.9648,16.951,16.8067,15.6902,14.7292,14.311,,,,,
CAPECOLCA 9,E123,C,2014-02-17T17:11:27.000,2014.1315,248.1808,111.8192,27.018,48,1.976,19.873,35.345,240.891,78.553,11.936,,,,,,,19.7729,19.2404,18.8209,18.5241,18.1919,17.9682,17.5194,16.8362,15.1656,14.6153,14.3423,14.214,,,,,
CAPECOLCA 9,E124,C,2014-02-17T20:34:17.000,2014.1315,248.48889,111.51111,26.756,48,1.025,20.582,35.328,237.812,,29.2379,3.44524,,,,,,19.4894,19.218,19.1637,19.1418,19.1219,18.9158,,,,,,,,,,,
CAPECOLCA 9,E139,C,2014-02-18T16:13:40.000,2014.1342,248.4274,111.5726,27.244,49,1.972,20.115,35.317,238.163,135.667,40.77,3.46707,,,,,,19.6507,19.308,19.2658,19.2154,19.1989,19.1792,19.0461,18.1033,17.1723,16.426,15.584,14.428,13.0588,12.0754,,234.57,132.185
CAPECOLCA 9,E140,C,2014-02-18T20:09:29.000,2014.1342,248.49359,111.50641,27.645,49,0.992,20.85,35.342,239.654,107.379,15.911,2.45969,,,,,,19.6091,19.3492,19.0743,18.7932,18.5124,18.0086,17.2563,16.7041,16.0393,15.2581,14.4604,13.858,12.5992,11.5452,10.776,216.517,143.941
CAPECOLCA 9,EMAREAROJA,C,2014-02-18T23:42:57.000,2014.1342,248.6026,111.3974,27.636,49,0.992,19.978,35.329,255.908,100.422,6.14931,,,,,,,19.4456,18.6989,18.2971,17.9899,17.8088,17.6204,17.1524,16.604,15.9211,15.0169,,,,,,,
CAPECOLCA 9,E151,C,2014-02-19T22:24:09.000,2014.137,247.82721,112.17279,27.987,50,0.993,20.415,35.323,253.094,51.708,5.54574,3.77256,,,,,,19.1671,17.9636,16.7382,16.2811,16.1739,16.1348,15.5633,15.0249,14.7693,14.5704,13.5667,13.307,,,,,119.76
CAPECOLCA 9,E152,C,2014-02-20T01:51:54.000,2014.1397,248.1214,111.8786,27.62,51,1.979,20.325,35.341,247.676,91.1695,17.3531,5.23384,,,,,,20.0724,19.5752,19.2018,18.875,18.6036,18.2412,17.1559,16.624,15.704,14.7338,14.1933,13.861,,,,,158.625
CAPECOLCA 9,E156,C,2014-02-20T23:31:51.000,2014.1397,249.022,110.978,27.884,51,0.969,21.603,35.219,226.536,,31.822,17.9,13.6245,,,,,21.5747,21.393,20.6569,19.4645,19.2356,19.1453,18.3797,,,,,,,,,,
MMB,waypoint 318,C,2014-07-14T14:52:49.000,2014.5342,247.80719,112.19281,27.388,195,0.995,28.947,34.984,184.546,204.766,121.831,116.754,110.36,97.9542,74.0603,65.2823,57.101,28.8901,27.9389,27.4039,27.3044,27.2656,27.1728,26.0951,25.7181,22.8939,21.77,18.8584,17.484,15.1595,13.8966,11.687,299.9,224.227
MMB,Pta Prieta 2,C,2014-08-10T10:22:17.000,2014.6082,247.6694,112.3306,27.512,222,0.993,26.584,35.119,217.071,160.868,108.253,94.352,79.0486,68.1358,63.568,36.2397,17.881,26.1366,25.8323,25.64,24.7147,24.3638,24.1908,23.8354,23.6576,21.3076,19.7806,17.0472,15.156,14.0798,11.98,11.061,265.067,170.794
CAPEGOLCA10,E11,C,2014-08-10T14:55:35.000,2014.6082,248.2952,111.7048,28.163,222,1.989,30.158,35.059,183.718,,,,,55.0287,50.5118,46.6164,43.4458,30.1737,30.057,30.018,29.989,29.7571,29.3269,25.8462,23.0962,,,,,,,,,
CAPEGOLCA10,E12,C,2014-08-10T16:44:38.000,2014.6082,248.4651,111.5349,28.066,222,0.995,30.888,35.037,179.339,150.116,100.761,94.9535,82.4229,72.0508,61.65,59.0471,52.9519,30.8801,30.8782,30.8712,30.856,30.8509,30.8321,28.5747,26.1472,21.893,19.1808,16.826,15.009,13.4395,,,,149.529
CAPEGOLCA10,E13,C,2014-08-10T18:29:24.000,2014.6082,248.66949,111.33051,28.068,222,0.994,31.12,34.952,179.923,,98.7726,87.498,78.3703,70.7322,66.3689,60.656,53.4003,31.0352,30.99,30.9537,30.9127,30.8426,30.7948,28.0303,25.4217,21.5516,18.5169,,,,,,,
CAPEGOLCA10,E14,C,2014-08-10T20:04:15.000,2014.6082,248.72049,111.27951,27.893,222,1.989,31.042,35.044,179.549,152.103,75.569,68.7524,63.639,59.0048,53.4746,52.231,48.725,31.0609,30.9878,30.9627,30.9503,30.7663,28.954,25.6884,24.9671,19.0339,18.3205,16.7092,15.085,,,,,164.853
CAPEGOLCA10,E16,C,2014-08-10T23:56:18.000,2014.6082,249.03079,110.96921,27.752,222,0.995,31.275,35.025,180.302,143.396,89.486,81.9681,75.569,65.1496,62.0642,60.0922,50.4894,31.1672,31.0727,31.0445,31.0063,30.9655,30.7963,28.4432,25.2528,21.0177,17.9557,16.0308,14.824,13.5516,12.4427,,286.521,168.003
CAPEGOLCA10,E22,C,2014-08-12T14:12:31.000,2014.6137,247.6696,112.3304,27.552,224,1.989,28.402,35.171,201.541,162.697,103.751,85.51,68.61,58.0196,47.731,40.0745,31.4419,27.8187,27.4321,26.1366,25.5551,25.5127,25.2347,24.0075,22.7123,20.4556,19.5114,16.0615,15.223,,,,,161.781
CAPEGOLCA10,E23,C,2014-08-12T14:55:05.000,2014.6137,247.6897,112.3103,27.534,224,1.989,28.31,35.176,193.687,144.153,98.432,74.574,69.604,54.691,49.719,39.776,28.839,27.8739,26.9762,25.6668,25.3576,25.082,24.6626,23.288,22.9567,20.3187,19.3236,16.8277,14.927,,,,,159.059
CAPEGOLCA10,E25,C,2014-08-12T16:02:26.000,2014.6137,247.71561,112.28439,27.485,224,1.989,28.726,35.174,200.267,155.468,111.873,89.9609,79.5067,67.9783,56.679,42.9668,33.179,28.609,27.6847,27.0409,25.9859,25.4338,25.3046,24.2862,23.4939,21.701,19.5321,16.6123,15.196,,,,,159.333
CAPEGOLCA10,E26,C,2014-08-12T16:49:24.000,2014.6137,247.7258,112.2742,27.459,224,1.989,27.875,35.159,198.533,170.161,87.6704,75.2826,66.621,58.3998,48.126,36.5142,24.861,27.8677,26.1003,25.5393,25.1851,24.9901,24.5352,23.687,22.6225,20.0375,18.705,17.905,16.103,,,,,169.99
CAPEGOLCA10,E27,C,2014-08-12T17:36:24.000,2014.6137,247.735,112.265,27.426,224,1.989,28.276,35.168,199.246,,110.956,95.45,75.569,61.9472,39.4917,34.0761,17.9,28.1154,26.9344,25.6345,24.6553,24.5868,24.4011,22.9334,22.1549,21.0135,19.8415,18.233,16.84,,,,,
CAPEGOLCA10,E28,C,2014-08-12T18:16:09.000,2014.6137,247.73239,112.26761,27.393,224,0.995,28.704,35.165,199.84,,,,,89.9352,80.079,66.914,37.788,28.3426,28.2071,27.7995,26.3953,25.7841,25.5131,24.9179,24.7106,23.4491,,,,,,,,
CAPEGOLCA10,E29,C,2014-08-12T18:50:17.000,2014.6137,247.74139,112.25861,27.37,224,0.995,28.885,35.18,196.792,,,,91.7574,79.545,59.2373,54.691,35.799,28.531,27.5252,27.0233,26.2135,25.6719,25.4235,24.7397,24.2729,22.221,20.3511,,,,,,,
CAPEGOLCA10,E30,C,2014-08-12T19:30:12.000,2014.6137,247.7576,112.2424,27.347,224,1.989,28.991,35.16,195.957,,,,,85.139,73.2749,47.2948,33.0621,28.4553,28.0474,27.6522,27.5555,26.9504,25.61,24.3732,23.8055,22.8253,21.409,,,,,,,
CAPEGOLCA10,E31,C,2014-08-12T20:19:03.000,2014.6137,247.78949,112.21051,27.316,224,0.994,29.193,35.165,194.089,,,,57.3417,50.322,44.6917,41.5388,33.4179,28.0509,28.009,26.8748,26.7269,25.7724,25.3495,24.1794,22.0748,,,,,,,,,
CAPEGOLCA10,E32,C,2014-08-12T20:56:19.000,2014.6137,247.81021,112.18979,27.295,224,1.989,29.102,35.165,195.035,,,,,,,,44.3007,29.1091,28.6741,27.4519,27.228,26.9613,26.644,25.6467,24.5163,,,,,,,,,
CAPEGOLCA10,E33,C,2014-08-12T21:43:02.000,2014.6137,247.8531,112.1469,27.315,224,1.989,29.724,35.173,199.772,168.997,95.45,79.332,72.586,68.776,63.2221,49.719,35.3579,28.378,27.5696,27.0967,26.7314,26.461,25.7124,24.5699,24.0043,20.8412,18.849,16.5442,15.273,,,,,
CAPEGOLCA10,E34,C,2014-08-12T22:27:11.000,2014.6137,247.8454,112.1546,27.354,224,1.989,29.387,35.139,197.264,,118.736,98.1138,81.533,67.615,60.0495,46.737,32.1929,28.8433,27.6421,26.5377,26.245,25.969,25.3301,24.5847,23.794,21.2014,19.897,18.4064,16.811,,,,,
CAPEGOLCA10,E35,C,2014-08-12T23:05:50.000,2014.6137,247.83749,112.16251,27.381,224,1.989,29.01,35.149,201.151,,110.846,99.427,84.516,72.586,56.679,40.2113,29.5102,27.7082,27.7474,26.3758,25.7485,25.3339,24.8705,24.0136,23.3095,21.8513,19.9589,17.8214,16.367,,,,,
CAPEGOLCA10,E42B,C,2014-08-13T15:55:35.000,2014.6164,247.82959,112.17041,27.41,225,1.989,28.697,35.151,196.675,,,,,,34.805,26.85,18.895,27.9244,27.5408,25.6112,24.65,24.1744,23.3157,22.7989,22.2986,,,,,,,,,
CAPEGOLCA10,E43,C,2014-08-13T16:33:45.000,2014.6164,247.8206,112.1794,27.435,225,0.995,29.157,35.142,195.621,169.647,97.439,84.2258,73.58,67.0837,54.691,37.1407,22.4147,29.0013,26.957,26.2234,25.4121,24.5389,24.2693,23.5261,23.2467,21.0057,18.8433,17.3357,16.292,13.9155,12.5451,,273.764,173.184
CAPEGOLCA10,E44,C,2014-08-13T17:19:25.000,2014.6164,247.81171,112.18829,27.463,225,1.989,28.762,35.118,195.671,170.532,96.444,89.1226,74.3175,67.1955,53.696,32.4763,13.923,26.971,25.5711,24.9184,24.4723,24.4553,24.1488,23.7209,23.3723,20.9276,18.9285,17.9204,16.32,14.2156,13.1316,,,186.485
CAPEGOLCA10,E45,C,2014-08-13T18:10:16.000,2014.6164,247.8044,112.1956,27.494,225,0.995,29.785,35.117,192.068,179.927,107.379,96.7919,83.6263,74.574,58.668,39.0487,23.3229,29.2642,27.9259,26.3928,25.391,24.7079,24.5632,23.9079,23.605,21.83,19.6153,18.5529,16.423,14.2455,13.6809,,,182.808
CAPEGOLCA10,E46,C,2014-08-13T18:52:15.000,2014.6164,247.79111,112.20889,27.522,225,0.995,29.452,35.125,194.932,183.901,116.93,107.75,94.9419,82.527,56.679,38.1983,29.833,28.8991,28.5325,27.7458,26.8897,25.9713,24.9655,23.793,23.59,22.3546,20.4425,18.6563,17.347,,,,,
CAPEGOLCA10,E47,C,2014-08-13T19:33:38.000,2014.6164,247.7731,112.2269,27.552,225,1.989,29.317,35.166,198.884,178.933,100.421,92.468,81.533,73.7276,52.702,34.52,30.6311,29.0582,28.6144,27.4769,27.32,27.0965,25.3029,23.6541,23.0566,21.7231,19.0585,16.9328,16.294,,,,,191.301
CAPEGOLCA10,E48,C,2014-08-13T20:15:03.000,2014.6164,247.72791,112.27209,27.54,225,1.989,28.966,35.158,199.661,180.92,115.994,98.013,76.563,67.01,53.696,38.0333,29.4372,27.3482,25.8747,25.7694,25.5214,25.4371,24.8897,23.2522,23.0543,21.1581,19.8898,18.1756,16.732,,,,,
CAPEGOLCA10,E49,C,2014-08-13T21:10:11.000,2014.6164,247.7579,112.2421,27.473,225,0.995,28.836,35.169,199.24,182.908,102.537,94.3105,90.1175,80.9342,71.592,61.0434,47.5035,28.7584,28.2332,27.4432,26.7719,26.109,25.5923,25.4196,24.6587,22.7182,19.3932,18.0645,16.015,,,,,
CAPEGOLCA10,E50,C,2014-08-13T21:58:03.000,2014.6164,247.774,112.226,27.409,225,0.994,29.804,35.152,191.587,194.417,119.803,107.379,98.5776,85.51,75.0512,64.2977,47.731,29.1867,28.1626,27.2991,26.9172,26.2743,25.667,25.35,24.6948,23.005,20.7061,18.4947,16.351,,,,,
CAPEGOLCA10,E51,C,2014-08-13T22:55:00.000,2014.6164,247.79041,112.20959,27.353,225,0.994,28.951,35.16,195.375,205.76,128.693,108.373,89.8453,74.8389,54.9346,44.1001,26.1741,28.7534,27.4646,26.8972,26.3144,25.1493,24.4515,24.1787,23.4918,21.9751,20.6078,19.2471,17.973,15.3792,13.1077,,,207.948
CAPEGOLCA10,E66,C,2014-08-17T14:24:59.000,2014.6274,248.80099,111.19901,26.857,229,1.989,31.134,34.972,179.658,135.208,81.533,73.2759,64.1131,59.3649,55.685,47.6228,42.2882,31.131,31.1251,31.0685,31.0537,30.106,29.2603,26.043,23.5047,19.8446,16.5732,15.3817,14.511,13.4028,12.4501,11.416,267.702,140.346
CAPEGOLCA10,E67,C,2014-08-17T16:16:10.000,2014.6274,248.909,111.091,26.991,229,1.989,31.276,35.007,179.16,143.159,72.7669,67.457,65.217,58.668,51.404,44.537,41.765,31.2369,31.1691,31.0629,30.9213,29.7399,28.8154,25.4871,23.0963,18.5777,16.6551,15.5419,14.795,13.1566,12.4243,11.068,270.071,156.182
CAPEGOLCA10,E68,C,2014-08-17T18:08:31.000,2014.6274,248.5508,111.4492,26.986,229,0.994,31.303,35.008,179.263,157.072,82.03,76.563,64.633,52.702,48.4347,41.519,38.313,31.2119,31.1707,31.1294,31.0149,29.063,27.0499,24.5972,22.537,20.1913,17.1665,15.59,15.145,13.699,12.8173,11.944,285.596,163.104
CAPEGOLCA10,E69,C,2014-08-17T20:48:05.000,2014.6274,248.72321,111.27679,27.243,229,1.989,31.681,35.049,178.787,143.656,80.539,69.1953,58.9421,53.9482,41.765,35.614,33.6685,31.7373,31.1453,30.8921,29.8921,27.1841,25.6899,23.2163,22.3774,19.5386,17.531,16.0998,14.842,13.848,12.5333,11.412,288.821,157.072
CAPEGOLCA10,E70,C,2014-08-17T22:21:15.000,2014.6274,248.54709,111.45291,27.237,229,1.989,31.403,35.021,178.391,156.078,77.303,68.9539,58.9987,57.0113,49.4889,44.9174,40.3083,31.41,31.3833,31.3115,31.1788,30.2781,28.6284,25.1106,22.9038,19.2619,17.8594,16.3631,15.163,14.0406,12.9984,12.063,305.312,185.015
CAPEGOLCA10,E73,C,2014-08-19T05:12:03.000,2014.6329,247.74179,112.25821,27.346,231,0.995,26.542,35.172,187.209,,,,,,,10.7147,5.77791,25.3456,24.1402,23.7822,23.706,23.6433,23.395,,,,,,,,,,,
CAPEGOLCA10,E80,C,2014-08-21T15:43:05.000,2014.6384,249.13901,110.86099,26.755,233,0.994,31.123,35.151,179.431,129.245,73.3163,68.107,63.4769,58.7239,52.5011,50.714,45.742,31.1233,31.1069,31.1068,31.0812,30.763,30.3157,27.1673,24.1654,18.7163,16.3008,15.3021,14.412,12.992,11.7082,,233.141,118.69
MMB,T1,C,2015-07-07T14:34:05.000,2015.5151,247.75702,112.24298,27.34995,188,2,29.1341,35.132,195.131,,88,67,59.3373,50.2993,48.3946,40.4518,38.6504,28.49,27.7214,27.4966,27.4594,27.4567,27.3075,24.2698,22.1045,19.6795,18.6281,16.9506,16.6966,,,,,
MMB Solidad,T1,C,2015-07-07T14:34:05.000,2015.5151,247.7579,112.2421,27.35,188,2,29.14,35.126,196.569,,88.5292,67,59.6867,50.7269,48.7881,40.8605,39.0523,28.549,27.735,27.498,27.46,27.457,27.319,24.475,22.402,19.699,18.631,16.953,16.696,,,,,
