cruise,station,type,yyyy-mm-ddThh:mm,decimal_year,lonE,lonW,lat,day_of_yr,z_0,T_0,S_0,O_0,D_15,D_19,D_20,D_21,D_22,D_23,D_24,D_25,T_5,T_10,T_15,T_20,T_25,T_30,T_40,T_50,T_75,T_100,T_125,T_150,T_200,T_250,T_300,DO_20,DO_60
GillyKellyNov08,T1I,B,2008-11-14T23:00,2008.874,247.67,112.33,27.522,319,1,23.353,34.488,222.387,,55.6827,33,25.6245,18.8253,10,,,23.344,23.003,22.485,21.662,21.156,20.318,19.715,19.393,,,,,,,,,
GillyKellyNov08,NorSR2,C,2008-11-14T23:17,2008.874,247.679,112.321,27.524,319,1,22.566,35.722,193.529,160,75.4095,36.5955,27.719,26.0427,19,2,,23.43,23.417,23.214,22.878,22.216,20.725,19.803,19.516,19.086,16.721,16.13,15.4,13.812,12.387,10.469,291,154.623
GillyKellyNov08,NorSR,C,2008-11-15T00:07,2008.8767,247.696,112.304,27.544,320,1,23.645,37.157,202.981,140,65.0655,52,44.6199,38.4051,34,,,23.489,23.496,23.493,23.476,23.449,23.37,21.634,20.06,18.098,16.666,15.957,14.815,12.846,11.995,10.117,271.378,152
GillyKellyNov08,NorSR#2,C,2008-11-16T13:09,2008.8795,247.696,112.304,27.544,321,1,23.228,32.287,228.76,146.555,60,50.6763,43.3258,35,28,,,23.278,23.279,23.271,23.263,23.216,22.692,21.384,20.188,17.908,17.146,16.326,14.798,13.324,12.312,10.746,281.727,146.574
GillyKellyNov08,NorSR2#2,C,2008-11-16T14:28,2008.8795,247.679,112.321,27.524,321,1,23.266,40.55,201.281,151,54.2664,42.6435,33.5619,28.5086,23,,,23.249,23.241,23.201,23.109,22.787,21.845,20.264,19.349,16.984,16.154,15.808,15.032,13.618,12.527,,,139.324
GillyKellyNov08,T3A,B,2008-11-16T15:13,2008.8795,247.67099,112.32901,27.519,321,1,23.216,32.015,228.963,,52,39.7858,36.1823,33.2376,25,,,23.222,23.211,23.175,23.057,22.993,22.628,19.773,19.146,,,,,,,,,
GillyKellyNov08,T5D,C,2008-11-17T14:53,2008.8822,247.71899,112.28101,27.501,322,1,22.379,36.222,180.004,137,51.4267,39.6174,33,27.2915,2,,,23,22.97,22.767,22.735,22.21,21.426,19.899,19.079,17.752,17.135,15.723,14.579,13.391,12.611,11.309,304,134.414
GillyKellyNov08,T5B,C,2008-11-17T20:18,2008.8822,247.69901,112.30099,27.504,322,1,23.092,35.089,177.503,94,39,28,36,19,25,,,22.725,22.723,23.181,23.062,23.015,22.645,18.485,17.941,15.583,14.855,14.131,13.691,12.701,11.949,10.009,274.506,99
GillyKellyNov08,T5C,C,2008-11-17T21:15,2008.8822,247.716,112.284,27.508,322,1,23.075,39.345,170.382,114.484,43.4445,32,27.2597,23.3444,1.2451,,,22.764,22.761,22.758,22.697,21.62,20.582,19.217,18.426,16.532,15.619,14.493,13.739,12.49,11.59,10.112,276.293,117
GillyKellyNov08,SR1,C,2008-11-18T11:47,2008.8849,247.78799,112.21201,27.35,323,1,23.821,34.369,216.029,136,75.6667,66.8993,55.1356,49.1063,40.4138,,,23.826,23.819,23.816,23.828,23.824,23.805,23.024,21.731,19.07,17.603,15.34,14.542,13.223,11.877,10.489,266.717,147.156
GillyKellyNov08,SR2,C,2008-11-18T13:00,2008.8849,247.836,112.164,27.318,323,1,20.71,33.389,144.045,136.159,89,81.175,66,54,39,1.69074,1.90069,23.881,23.882,23.879,23.879,23.879,23.7,22.974,22.208,20.52,17.668,15.946,14.248,13.007,11.838,10.051,274.054,141
GillyKellyNov08,SR6,C,2008-11-18T16:28,2008.8849,247.87,112.13,27.34,323,1,23.91,34.165,218.434,144,88,73,62.3602,49.3178,42.1936,,,23.915,23.921,23.92,23.92,23.905,23.849,23.508,21.839,19.851,18.229,15.932,14.47,12.848,11.865,10.238,268.203,146.654
GillyKellyNov08,SR1#2,C,2008-11-18T16:53,2008.8849,247.787,112.213,27.35,323,1,22.913,44.545,160.432,118.381,63.5055,54,45.7143,41,36,,,23.1,23.102,23.1,23.107,23.108,23.08,22.4,20.579,16.838,15.748,14.66,14.146,12.932,11.871,11.031,300,119.843
GillyKellyNov08,SR2Guay1,C,2008-11-19T11:12,2008.8877,247.974,112.026,27.36,324,1,23.379,35.445,193.613,145.745,81.3371,77.5927,75.1471,65.3235,36,,,23.328,23.167,23.145,23.133,23.114,23.086,22.918,22.585,21.065,17.302,16.047,14.85,13.129,12.209,11.217,285,150.681
GillyKellyNov08,SR2Guay2,C,2008-11-19T12:59,2008.8877,248.054,111.946,27.422,324,1,23.53,37.246,171.823,150.39,89,83.4132,75.2161,70.52,49,,,23.481,23.419,23.346,23.336,23.326,23.305,23.238,22.97,21.051,17.735,16.125,15.032,13.478,12.119,10.928,277.26,153.793
GillyKellyNov08,SR5,C,2008-11-19T14:05,2008.8877,247.87,112.13,27.28,324,1,24.021,39.307,187.106,125.575,86.4963,84.1912,67,49.1765,37.6308,1,,23.857,23.857,23.859,23.857,23.833,23.757,22.606,21.538,20.771,16.026,15.073,13.861,12.866,11.917,11.051,302.643,110
GillyKellyNov08,SR2Guay3,C,2008-11-19T18:03,2008.8877,248.42999,111.57001,27.66,324,1,22.269,35.605,216.9,105.517,57.4228,45.693,40.5882,11,,,,22.262,22.082,21.98,21.993,21.954,21.821,21.09,19.475,17.044,15.288,14.429,13.585,12.749,11.833,10.988,280.891,106.586
GillyKellyNov08,Guay2SRActual#2,C,2008-11-19T22:22,2008.8877,248.75299,111.24701,27.744,324,1,23.077,41.22,201.287,86,45,34,27.6799,24.1858,1.22,,,22.723,22.724,22.67,22.532,21.759,20.4,19.579,18.811,15.684,14.454,14.131,13.498,12.499,11.391,10.771,246.437,101.564
GillyKellyNov08,SR2Guay5,C,2008-11-20T01:07,2008.8904,248.95999,111.04001,27.794,325,1,25.058,48.558,161.887,100,49.7976,42.6139,37.2474,32,18.5946,1.95574,1.05239,23.951,23.951,23.481,22.864,22.7,22.608,20.309,18.966,16.17,15.014,14.138,13.51,12.536,11.95,10.98,278.345,103
Dec2008TagRecovery,Guay2SR2,C,2008-12-05T02:35,2008.9315,248.425,111.575,27.664,340,1,21.452,27.271,205.396,112,48,34.5613,31,,,,,21.725,21.732,21.723,21.684,21.604,21.25,19.629,18.566,16.936,15.609,14.384,13.767,12.291,11.395,10.516,278.724,109
Dec2008TagRecovery,64004popupSite,C,2008-12-05T05:25,2008.9315,248.73001,111.26999,27.636,340,1,21.504,28.749,204.19,99,43.2743,35,31.2797,,,,,21.844,21.843,21.844,21.837,21.75,21.279,19.44,18.121,16.634,14.929,14.003,13.363,12.222,11.651,10.771,248.152,96.4257
Dec2008TagRecovery,Guay2SR1,C,2008-12-05T21:36,2008.9315,248.769,111.231,27.76,340,1,22.026,34.394,220.914,92.8052,46.6226,44.1582,36.3613,1.38805,,,,21.919,21.93,21.919,21.86,21.813,21.438,20.852,18.427,16.513,14.649,14.11,13.462,12.435,11.742,10.554,252.654,85
Dec2008TagRecovery,SSC2Guay7,B,2008-12-05T23:05,2008.9315,248.76199,111.23801,27.84,340,1,20.692,25.459,238.407,94,43.5865,35.5667,31,,,,,21.708,21.72,21.733,21.732,21.672,21.055,19.674,18.657,16.38,14.604,,,,,,,89
Lindblad,SB15_09,C,2009-03-10T11:00:00.000,2009.189,247.8082,112.1918,27.392,69,1,17.335,35.575,224.498,29.6712,,,,,,,,16.732,15.755,15.652,15.49,15.236,14.976,14.276,14.064,13.769,13.67,13.416,13.03,12.505,11.697,10.664,342.507,206.638
Lindblad,9=cast20_10,C,2010-03-08T14:20,2010.1836,247.80859,112.19141,27.555,67,1,19.805,37.997,175.371,97,26.5374,,,,,,,19.74,19.655,19.627,19.604,19.368,18.098,17.021,16.316,15.609,14.802,14.21,13.487,12.765,12.132,10.818,283,86.6146
Lindblad,10=cast21_10,C,2010-03-08T14:24,2010.1836,247.8396,112.1604,27.344,67,1,19.921,29.584,212.087,94,33.3941,3,,,,,,19.879,19.793,19.764,19.748,19.733,19.642,18.024,17.203,15.539,14.947,14.107,13.873,13.123,12.35,11.097,278.905,106.336
CAPEGOLCA4,E18,C,2010-03-15T07:15:50.000,2010.2027,247.2402,112.7598,28.145,74,0.994,16.812,35.237,184.955,,,,,,,,,16.8614,16.6327,16.5268,16.4227,16.3425,16.2983,,,,,,,,,,,
CAPEGOLCA4,E20,C,2010-03-15T16:50:17.000,2010.2027,248.0051,111.9949,28.33,74,0.972,18.158,35.415,228.548,33.4046,,,,,,,,18.1669,18.1425,17.0357,16.2479,15.6729,15.1626,14.6793,,,,,,,,,,
CAPEGOLCA4,E24,C,2010-03-16T09:44:52.000,2010.2055,247.79071,112.20929,27.39,75,0.889,18.919,35.314,206.641,91.5461,,,,,,,,18.9228,18.9277,18.925,18.9178,18.913,18.9127,18.9113,18.8193,15.7801,14.8474,14.4482,14.1797,,,,,164.103
CAPEGOLCA4,E27,C,2010-03-17T00:59:49.000,2010.2082,248.5386,111.4614,27.391,76,0.961,18.812,35.306,204.572,119.316,,,,,,,,18.8089,18.8049,18.7865,18.7032,18.6254,18.4511,17.8204,17.6445,16.1727,15.3621,15.027,14.265,12.9094,,,,185.045
CAPEGOLCA4,E28,C,2010-03-17T07:35:07.000,2010.2082,248.98441,111.01559,27.794,76,0.987,17.113,35.225,178.863,45.3804,,,,,,,,17.1324,16.9773,16.7014,16.6427,16.3684,16.1393,15.5139,14.5155,13.2156,12.7008,12.3686,11.849,,,,127.754,61.7632
Lindblad,12=cast23_10,C,2010-03-18T16:44,2010.211,247.81171,112.18829,27.393,77,1,20.304,35.129,195.186,110.49,5,1.24204,,,,,,19,18.882,18.814,18.714,18.638,18.592,18.576,18.538,17.548,15.816,14.569,14.037,12.694,11.426,9.207,246.169,134
CAPEGOLCA4,E50,C,2010-03-21T17:10:40.000,2010.2192,247.3927,112.6073,28.305,80,0.991,15.925,35.206,178.187,74.0183,,,,,,,,15.9291,15.6646,15.5972,15.5767,15.5619,15.5498,15.4309,15.2364,14.955,14.1568,13.6127,13.369,,,,,
Lindblad,13=cast24_10,C,2010-03-22T17:57,2010.2219,247.81799,112.18201,27.356,81,1,20.452,35.239,204.627,112,20,1.68278,,,,,,19.142,19.079,19.034,19.018,19.001,18.93,18.75,17.832,15.756,15.395,14.685,14.169,13.162,11.899,9.921,257.6,200.551
CAPEGOLCA4,E55,C,2010-03-22T18:59:06.000,2010.2219,247.90561,112.09439,27.885,81,0.994,19.777,35.325,243.222,143.645,26.852,,,,,,,19.6435,19.3141,19.1738,19.1384,19.055,18.6604,18.0676,18.0509,17.6882,16.7159,15.7474,14.556,,,,,151.258
CAPEGOLCA4,E59,C,2010-03-23T12:13:15.000,2010.2247,249.15219,110.84781,27.748,82,0.99,18.414,35.278,230.752,74.574,,,,,,,,18.4771,18.1297,17.7015,17.1654,16.8545,16.5383,16.2149,15.956,14.9888,14.1842,,,,,,,
CAPEGOLCA4,E62,C,2010-03-23T15:52:27.000,2010.2247,249.33679,110.66321,27.303,82,0.97,19.577,35.308,221.974,77.557,5.51333,,,,,,,19.1064,18.4987,18.4543,18.414,18.2932,17.7027,16.9106,16.481,15.3447,14.2539,13.8136,13.281,,,,185.491,73.2543
CAPEGOLCA4,E6,C,2010-03-24T10:54:09.000,2010.2274,248.6347,111.3653,27.359,83,0.997,19.42,35.329,219.887,113.347,32.9592,,,,,,,19.3954,19.3427,19.317,19.2803,19.2568,19.1626,18.5987,18.2569,17.3516,16.0594,14.5074,13.859,13.45,,,,117.266
CAPEGOLCA4,E66,C,2010-03-24T16:57:47.000,2010.2274,248.6347,111.3653,27.359,83,0.973,20.122,35.329,225.045,120.301,48.731,12.928,,,,,,20.123,20.0994,19.8711,19.728,19.617,19.4292,19.3297,18.8997,17.3848,16.4061,14.7031,13.632,12.0078,,,166.384,108.766
CAPEGOLCA4,E70,C,2010-03-25T07:29:10.000,2010.2301,248.80539,111.19461,27.168,84,0.984,18.123,35.274,244.144,110.912,,,,,,,,18.129,18.128,18.1202,17.9981,17.5811,17.5001,16.6738,16.4419,15.6643,15.1978,14.6661,14.094,12.601,,,,188.972
CAPEGOLCA4,E74,C,2010-03-25T11:30:27.000,2010.2301,248.1875,111.8125,27.041,84,0.997,19.324,35.356,223.312,141.17,30.4919,,,,,,,19.329,19.3185,19.1687,19.1246,19.114,19.0315,18.7844,18.2268,16.6574,16.0284,15.3613,14.583,13.575,,,,182.687
CAPEGOLCA4,E82,C,2010-03-25T18:18:47.000,2010.2301,248.7052,111.2948,27.291,84,0.995,19.446,35.308,221.924,107.086,50.706,,,,,,,19.4743,19.3359,19.283,19.2722,19.2365,19.1745,19.0756,19.0217,17.4124,15.258,14.5537,14.375,,,,,116.323
Lindblad,15=cast26_10,C,2010-04-06T16:42,2010.263,247.8071,112.1929,27.393,96,1,20.758,34.668,220.984,103.775,14.6761,1.82751,,,,,,19.784,19.399,18.977,18.894,18.888,18.559,16.738,16.134,15.642,15.289,14.427,14.31,13.726,12.732,11.759,,243
New Horizon 2010,Cast 1,C,2010-06-04T16:22:53.000,2010.4247,248.4315,111.5685,27.66267,155,2.983,25.3963,35.5194,224.414,122.602,39.73,34.2973,30.79,24.9526,22.498,19.4726,11.2045,25.3191,25.1238,24.7244,23.7867,21.991,21.1152,18.9838,18.322,16.9088,15.675,14.8778,14.2446,13.1934,,,,149.148
New Horizon 2010,Cast 2,C,2010-06-04T16:49:04.000,2010.4247,248.42999,111.57001,27.66717,155,2.959,25.3938,35.5244,225.251,122.149,41.718,35.9546,31.784,25.2093,21.1831,18.5025,9.47578,25.3944,24.9482,24.706,23.5221,22.0389,21.2069,19.1475,18.3768,16.8272,15.6454,14.8658,14.2504,13.2852,12.2725,11.2006,298.794,149.943
New Horizon 2010,Cast 3,C,2010-06-05T15:17:08.000,2010.4274,248.071,111.929,27.4365,156,3.971,25.2097,35.4938,232.589,121.159,33.773,23.839,16.6519,15.5711,13.3718,10.0915,6.19662,25.1453,24.0397,22.4503,20.2766,19.9247,19.2873,18.446,17.8598,16.6792,16.128,14.9225,14.083,13.1304,12.4949,11.678,283.009,135.373
New Horizon 2010,Cast 4,C,2010-06-05T21:11:50.000,2010.4274,247.87,112.13,27.33867,156,2.976,25.7821,35.491,233.853,129.101,25.4663,22.4489,20.0233,18.3279,15.7911,11.5004,6.32307,25.4038,24.295,23.2826,21.0125,19.2836,18.179,17.1459,16.5651,15.9562,15.4727,15.1798,14.7166,13.9058,13.0673,12.2132,364.446,249.899
New Horizon 2010,Cast 5,C,2010-06-06T17:12:27.000,2010.4301,247.739,112.261,27.59217,157,2.974,25.7037,35.503,237.005,126.118,22.1118,15.844,12.5564,10.2878,8.60745,6.37713,5.25555,25.2429,22.1607,20.4234,19.2965,18.4306,18.1741,17.4772,16.8218,15.903,15.4202,15.0417,14.4984,13.4538,12.7423,12.1851,380.64,179.483
New Horizon 2010,Cast 6,C,2010-06-07T01:05:48.000,2010.4329,247.40733,112.59267,27.865,158,1.954,22.9951,35.3028,250.814,99.312,12.9573,11.2443,5.86305,5.27269,1.954,,,22.4619,20.5097,18.318,17.7712,17.3513,17.1977,17.0449,16.5692,15.9956,15.002,14.6159,13.8946,13.555,13.1296,12.5534,368.11,144.98
New Horizon 2010,Cast 10,C,2010-06-11T15:30:10.000,2010.4438,247.65833,112.34167,28.353,162,1.993,25.2096,35.507,216.726,190.635,66.1181,58.9651,47.673,35.754,28.8,22.6853,16.352,25.2162,25.2167,25.0773,24.5584,23.7803,22.5835,21.8324,20.9202,18.305,17.3186,16.1769,15.6547,14.0253,12.195,11.4934,301.808,203.541
New Horizon 2010,Cast 11,C,2010-06-12T01:30:05.000,2010.4466,248.00633,111.99367,27.90367,163,0.977,25.3688,35.4782,237.22,122.516,45.685,30.792,24.6936,15.5858,11.7003,9.85373,8.939,25.3659,23.8691,22.0669,21.736,20.9404,20.0944,19.3971,18.8249,16.6914,15.4918,14.873,14.1294,13.3324,12.551,11.697,312.456,146.593
New Horizon 2010,Cast 12,C,2010-06-12T14:02:55.000,2010.4466,248.45734,111.54266,27.39483,163,2.973,25.8413,35.5271,218.77,113.217,44.69,38.3685,34.4918,32.1075,30.4062,25.2334,23.7512,25.8497,25.8525,25.8499,25.8557,24.0981,23.2103,19.8057,18.5013,16.7269,15.4868,14.7295,13.9888,12.6537,11.7664,10.8441,233.316,147.841
New Horizon 2010,Cast 13,C,2010-06-15T21:04:49.000,2010.4548,248.14334,111.85666,27.383,166,2.978,26.5647,35.5413,219.105,118.954,34.3505,29.7338,28.7341,27.8655,25.826,22.847,18.7112,26.5295,25.814,25.4624,24.7887,23.4574,19.846,18.5064,17.9258,16.9815,15.8616,14.8033,14.3399,13.5793,12.5792,11.3497,298.118,216.875
New Horizon 2010,Cast 14,C,2010-06-16T03:36:06.000,2010.4575,248.66766,111.33234,27.65783,167,2.977,25.2734,35.2779,213.304,120.163,33.0392,28.2589,26.6585,23.6912,21.853,10.927,7.5632,25.393,24.1894,23.2633,23.2114,21.5356,19.5383,18.4542,17.4679,16.2316,15.5215,14.9593,14.1969,13.0172,11.9433,10.9109,246.105,149.96
New Horizon 2010,Cast 15,C,2010-06-16T07:35:22.000,2010.4575,248.96133,111.03867,27.793,167,2.971,27.2256,35.4801,205.847,103.55,53.634,48.5176,42.5586,40.2416,38.362,37.1946,35.9271,27.2024,26.8847,26.8511,26.7621,26.7461,26.0347,22.1214,19.9025,17.0989,15.2643,14.6508,13.6141,13.13,12.0935,11.2995,258.113,134.902
New Horizon 2010,Cast 1,C,2010-06-17T22:00:46.000,2010.4603,249.146,110.854,27.6165,168,1.031,28.1417,35.5016,205.77,85.934,42.776,36.201,33.212,31.333,30.119,28.392,26.723,27.5664,27.3722,26.8418,26.6248,25.9571,24.2425,20.6854,18.7407,16.8033,14.6462,14.1003,13.5737,12.9091,11.63,10.6947,222.43,111.583
New Horizon 2010,Cast 3,C,2010-06-19T17:47:14.000,2010.4658,248.61499,111.38501,27.19517,170,-0.768,26.1793,35.3554,217.851,102.684,39.689,32.297,29.416,24.587,16.832,13.691,9.094,25.9675,24.962,23.7811,23.0407,21.7869,20.7309,19.151,17.8791,16.0042,15.2586,14.1935,13.6716,12.5919,11.237,10.259,209.042,114.216
New Horizon 2010,Cast 4,C,2010-06-20T16:27:37.000,2010.4685,248.7645,111.2355,26.92067,171,0.255,26.74,35.4966,209.3,109.411,31.941,23.712,17.984,16.063,19.035,15.252,13.982,26.6674,26.646,24.543,22.5514,19.8186,19.3183,18.85,17.47,16.0578,15.2654,14.7468,13.9254,12.7446,11.6798,10.6661,231.725,138.678
CAPEGOLCA V,E26,C,2010-09-30T07:36:42.000,2010.7479,247.26379,112.73621,28.25,273,0.994,27.059,35.475,191.811,,74.0734,65.1041,62.644,58.9657,52.702,46.737,37.788,26.8696,26.397,26.0676,25.8429,25.6649,25.4114,24.6134,23.5208,18.7922,17.5514,,,,,,,109.367
CAPEGOLCA V,E29,C,2010-09-30T09:34:53.000,2010.7479,247.34171,112.65829,28.058,273,0.994,26.59,35.445,173.154,,91.474,72.586,66.2691,55.685,47.731,32.4728,22.872,26.3734,25.8107,25.5219,25.262,24.9847,24.4704,23.6173,22.4786,19.6387,17.99,,,,,,,
CAPEGOLCA V,E29a,C,2010-09-30T11:39:51.000,2010.7479,247.57919,112.42081,28.188,273,0.995,25.764,35.417,162.54,157.072,74.574,68.2813,59.0934,57.4235,53.2141,29.833,7.34216,26.0035,24.3815,24.2932,24.2175,24.1283,24.0213,23.8217,23.382,18.9636,17.4384,16.2038,15.257,13.5919,,,,133.667
CAPEGOLCA V,E30,C,2010-09-30T12:35:06.000,2010.7479,247.67749,112.32251,28.238,273,1.989,28.492,35.5,165.198,146.035,89.2232,70.9071,52.6062,49.5164,45.3896,31.2995,26.85,27.7976,26.6848,26.6539,26.3326,25.2921,24.3994,23.4351,21.7944,19.6566,18.4989,16.398,14.53,,,,,135.397
CAPEGOLCA V,E30a,C,2010-09-30T14:14:23.000,2010.7479,247.81781,112.18219,28.312,273,1.989,30.374,35.585,163.445,123.764,77.3112,60.3013,53.541,49.2967,45.1734,33.326,26.4854,29.954,29.7174,29.2421,27.7761,25.8227,24.319,23.4649,21.7306,19.1413,16.2732,14.9351,14.013,,,,,106.228
CAPEGOLCA V,E31,C,2010-09-30T15:56:04.000,2010.7479,247.94431,112.05569,28.377,273,1.99,30.353,35.619,179.34,93.2906,53.1496,48.9911,43.9888,39.777,37.5217,32.7368,31.822,30.2456,30.1153,29.7435,28.6497,27.8835,25.9989,21.9535,19.8675,16.8469,14.9089,,,,,,,85.1609
CAPEGOLCA V,E34,C,2010-09-30T17:32:56.000,2010.7479,248.10901,111.89099,28.282,273,0.994,30.7,35.602,174.564,,,,,,,,,30.6147,30.749,30.1686,30.0603,29.9796,29.7441,,,,,,,,,,,
CAPEGOLCA V,E32,C,2010-10-01T09:50:20.000,2010.7507,247.3573,112.6427,27.857,274,0.995,27.116,35.444,178.743,140.177,79.1416,73.58,69.2766,59.662,46.1287,37.788,26.1439,26.9281,26.3428,26.0264,25.6333,25.199,24.6669,23.8384,22.6031,19.7891,16.6597,15.4014,14.408,,,,,109.367
CAPEGOLCA V,E33,C,2010-10-01T12:54:22.000,2010.7507,247.76831,112.23169,28.089,274,1.989,28.923,35.481,204.695,141.617,72.586,50.3795,47.2631,46.0977,44.1218,35.799,17.3146,27.9488,26.035,25.2084,24.5268,24.3087,24.1573,23.5131,20.0896,18.8628,17.1679,16.1711,14.438,,,,,127.422
CAPEGOLCA V,E33A,C,2010-10-01T14:51:21.000,2010.7507,247.9588,112.0412,28.199,274,1.989,29.801,35.509,172.106,120.87,65.627,53.697,51.7968,45.0827,34.2889,28.2388,20.9933,29.675,27.7867,26.7138,25.5792,24.1262,23.6901,22.478,21.2046,17.4303,16.2513,14.5609,13.968,,,,,107.632
CAPEGOLCA V,E35,C,2010-10-02T08:59:05.000,2010.7534,247.4601,112.5399,27.707,275,0.994,27.172,35.436,203.1,138.632,102.038,92.468,81.533,70.598,61.4786,39.777,19.889,27.2492,25.7965,25.3572,24.9861,24.7205,24.2345,24.0087,23.4859,21.6899,19.383,16.1844,14.849,,,,,123.742
CAPEGOLCA V,E38,C,2010-10-02T11:16:24.000,2010.7534,247.6828,112.3172,27.571,275,1.989,29.323,35.461,165.301,135.208,89.486,78.8176,70.1695,63.638,47.3613,40.771,36.6829,29.2819,29.0798,27.8103,27.2478,26.7366,26.1331,24.1951,22.6734,20.5712,17.5895,15.4049,14.569,,,,,116.743
CAPEGOLCA V,E41,C,2010-10-02T13:10:06.000,2010.7534,247.784,112.216,27.366,275,1.989,27.324,35.385,202.521,158.065,91.117,80.7524,74.9033,63.639,51.708,41.765,21.878,27.0175,25.653,25.3497,25.1404,24.8096,24.4878,24.1976,23.1308,20.9894,18.2523,16.4072,15.236,,,,,133.583
CAPEGOLCA V,E36,C,2010-10-03T11:20:01.000,2010.7562,247.909,112.091,27.966,276,0.995,28.502,35.512,172.655,122.288,72.8289,61.0465,52.3625,50.4925,48.725,34.804,23.1871,28.6797,27.0479,26.1112,25.1283,24.8096,24.5864,23.8001,22.4246,18.5464,15.9203,14.9795,14.536,,,,,100.42
CAPEGOLCA V,E37,C,2010-10-03T14:18:08.000,2010.7562,248.29401,111.70599,28.19,276,1.989,30.271,35.427,162.315,,59.7968,57.4067,55.1505,53.1218,50.8081,48.3574,36.3199,30.3075,30.1846,29.2305,27.9437,27.3083,26.7508,24.6647,23.3695,,,,,,,,,
CAPEGOLCA V,E40,C,2010-10-03T15:57:36.000,2010.7562,248.5143,111.4857,28.083,276,0.995,30.506,35.541,174.187,117.318,66.621,61.4843,55.0402,52.5383,49.2795,47.0352,43.0582,30.5447,30.3163,30.1362,29.8961,29.3345,27.6421,26.2522,22.6888,17.4155,15.7845,14.7538,14.264,,,,,94.7854
CAPEGOLCA V,E43,C,2010-10-03T17:53:50.000,2010.7562,248.6972,111.3028,27.959,276,0.995,30.5,35.487,175.701,135.209,63.1047,59.662,55.1726,51.105,44.4108,40.667,37.8725,30.5085,29.8168,29.7278,28.9444,27.9846,27.1571,24.1731,22.2347,17.3769,16.3082,15.158,14.626,,,,,108.87
CAPEGOLCA V,E38a,C,2010-10-04T10:55:12.000,2010.7589,247.8912,112.1088,27.689,277,0.995,29.33,35.542,174.211,166.015,74.3643,67.615,60.7925,56.1134,50.3459,48.9346,44.469,29.2973,29.2468,29.221,28.8786,28.2943,27.6153,26.667,23.1904,18.9097,17.4304,16.468,15.533,,,,,148.128
CAPEGOLCA V,E39,C,2010-10-04T13:02:55.000,2010.7589,248.09079,111.90921,27.823,277,0.994,29.808,35.352,159.573,125.27,56.0305,46.1385,44.3692,42.0582,35.3444,32.9371,29.4403,29.7981,29.7396,29.3206,27.5153,26.2608,24.8036,22.5212,19.4891,17.118,16.3682,15.0187,14.228,,,,,113.991
CAPEGOLCA V,E39a verdadero,C,2010-10-04T15:07:21.000,2010.7589,248.3053,111.6947,27.963,277,0.995,30.578,35.512,157.219,124.276,61.65,55.3814,47.486,44.8953,40.1946,36.4176,34.1202,30.5868,30.4224,30.3597,29.9184,28.6385,27.2572,23.0321,20.589,17.786,16.301,14.9638,14.231,,,,,111.764
CAPEGOLCA V,E45,C,2010-10-05T12:09:23.000,2010.7616,248.4043,111.5957,27.537,278,1.989,30.486,35.407,175.326,135.52,67.2789,59.662,53.4217,49.719,43.1637,40.4365,37.1454,30.4396,30.413,30.4068,30.3997,30.3344,28.1327,24.0913,21.9847,18.1924,16.7628,15.3156,14.622,,,,,132.895
CAPEGOLCA V,E42,C,2010-10-05T14:01:53.000,2010.7616,248.2662,111.7338,27.68,278,0.994,29.798,35.375,184.971,136.202,67.8953,57.9316,49.3418,43.9558,39.2129,34.6245,31.822,29.5706,29.4518,29.3715,29.0015,27.8153,25.5955,22.7633,20.9204,18.3229,16.5313,15.5316,14.572,,,,,123.519
CAPEGOLCA V,E44,C,2010-10-06T08:45:59.000,2010.7644,247.9778,112.0222,27.246,279,0.995,29.164,35.489,164.668,143.159,88.1454,73.1058,62.9315,52.7964,45.742,36.4984,32.817,29.1639,28.6009,27.3107,26.7566,26.0507,25.5301,23.5708,22.5657,19.8404,17.6386,15.7493,14.907,,,,,114.337
CAPEGOLCA V,E46,C,2010-10-06T14:53:43.000,2010.7644,248.9142,111.0858,27.879,279,0.995,30.342,35.395,157.924,,53.2475,49.6084,48.0269,45.4342,43.6287,41.0026,37.7004,30.2742,30.1664,30.0312,29.9658,29.8942,28.5844,24.3477,19.8052,15.995,,,,,,,,69.1399
CAPEGOLCA V,E49,C,2010-10-06T16:35:07.000,2010.7644,249.0965,110.9035,27.765,279,0.995,30.524,35.431,177.623,118.312,55.9399,52.7844,46.2674,42.5826,41.8256,41.2026,40.256,30.5079,30.3356,30.2035,30.1433,30.1326,28.2886,25.1461,20.6475,17.158,15.6407,14.8853,14.288,,,,,99.426
CAPEGOLCA V,E47,C,2010-10-07T09:43:21.000,2010.7671,248.1315,111.8685,27.082,280,0.994,28.794,35.48,166.294,134.671,77.952,72.7131,67.4318,53.696,47.731,42.031,29.3298,28.8169,28.3117,27.7084,26.9105,25.9675,24.7224,24.217,22.6073,19.4237,17.5276,15.4809,14.263,13.154,,,,118.84
CAPEGOLCA V,E48,C,2010-10-07T13:14:37.000,2010.7671,248.57449,111.42551,27.397,280,1.989,29.907,35.466,162.787,121.294,56.2949,48.725,45.9787,41.597,39.515,36.4908,34.9481,29.911,29.8917,29.8572,29.8271,28.5526,27.132,22.7542,19.8085,17.5982,16.1433,14.8711,14.04,,,,,110.507
