date,d22
63240220800000,28.523539999999997
63271756800000,44.73623333333334
63303292800000,25.393188744186048
63334828800000,41.00905505384616
63366451200000,NaN
63397987200000,41.13017536585366
63429523200000,22.7850165
63461059200000,62.695976470588235
63492681600000,36.034602962962964
63524217600000,68.14204117647057
63555753600000,71.19735287356322
63587289600000,26.929810606060606
